referent_uuid,name_first,name_last,tribes,age,origins,occupations,enslavement_status,relationships
b0e9460f58dc4ac1bf08853e81331aa6,[2] Five Pounds Reward.,,,[2] Five Pounds Reward.,,,[2] Five Pounds Reward.,[2] Five Pounds Reward.
b0eed00326ff432e9368e82a78204de5,<span></span>,<span></span>,,,,,,<span></span>
b0f7764027894403834e5b81e679c171,[131] Report of Brigadier General Scott.,,[131] Report of Brigadier General Scott.,,[131] Report of Brigadier General Scott.,[131] Report of Brigadier General Scott.,[131] Report of Brigadier General Scott.,[131] Report of Brigadier General Scott.
b0f93fee85a44609a43d800632a817a9,,,,,,,[530] Quebec March 7 1750,[530] Quebec March 7 1750
b101f339ea4d4cd8ab961337c12e868d,"Philadelphia, April 20, 1737.","Philadelphia, April 20, 1737.",,"Philadelphia, April 20, 1737.",,,"Philadelphia, April 20, 1737.","Philadelphia, April 20, 1737."
b11934a596db482e935763f559424871,"[560] Upon the petition of William Marsh, praying for a rehearing in a cause that was depending before the superior court held in Windham on the 3d Tuesday of September last, between [36] him and \\ Elisha, an Indian man claimed by said Marsh in the declaration in said action to be his slave, (for the reasons assigned:) Resolved by this Assembly, that the said Marsh have granted to him, and hereby this Assembly do grant to him, the liberty to have a review of said action in the superior court to be holden at Windham on the 3d Tuesday of March next, and that the said superior court proceed to hear and try the same, and that the whole cost follow the final tryal thereof.","[560] Upon the petition of William Marsh, praying for a rehearing in a cause that was depending before the superior court held in Windham on the 3d Tuesday of September last, between [36] him and \\ Elisha, an Indian man claimed by said Marsh in the declaration in said action to be his slave, (for the reasons assigned:) Resolved by this Assembly, that the said Marsh have granted to him, and hereby this Assembly do grant to him, the liberty to have a review of said action in the superior court to be holden at Windham on the 3d Tuesday of March next, and that the said superior court proceed to hear and try the same, and that the whole cost follow the final tryal thereof.",,,,,"[560] Upon the petition of William Marsh, praying for a rehearing in a cause that was depending before the superior court held in Windham on the 3d Tuesday of September last, between [36] him and \\ Elisha, an Indian man claimed by said Marsh in the declaration in said action to be his slave, (for the reasons assigned:) Resolved by this Assembly, that the said Marsh have granted to him, and hereby this Assembly do grant to him, the liberty to have a review of said action in the superior court to be holden at Windham on the 3d Tuesday of March next, and that the said superior court proceed to hear and try the same, and that the whole cost follow the final tryal thereof.","[560] Upon the petition of William Marsh, praying for a rehearing in a cause that was depending before the superior court held in Windham on the 3d Tuesday of September last, between [36] him and \\ Elisha, an Indian man claimed by said Marsh in the declaration in said action to be his slave, (for the reasons assigned:) Resolved by this Assembly, that the said Marsh have granted to him, and hereby this Assembly do grant to him, the liberty to have a review of said action in the superior court to be holden at Windham on the 3d Tuesday of March next, and that the said superior court proceed to hear and try the same, and that the whole cost follow the final tryal thereof."
b11a08fb11ee4996aefeb1f5839c9d23,"[243] ... [146] A True Jnventory of all and singulior the Goods Chattles and Cattle of mr Samuel Gorton, deceased, and also his Reail Esstate as far forth as wee are Capable &amp;c : Prised at Mashantatut in the Towne ship of Providence on the twenty first day of September : Ann Domi : 1723","[243] ... [146] A True Jnventory of all and singulior the Goods Chattles and Cattle of mr Samuel Gorton, deceased, and also his Reail Esstate as far forth as wee are Capable &amp;c : Prised at Mashantatut in the Towne ship of Providence on the twenty first day of September : Ann Domi : 1723",,,,,"[243] ... [146] A True Jnventory of all and singulior the Goods Chattles and Cattle of mr Samuel Gorton, deceased, and also his Reail Esstate as far forth as wee are Capable &amp;c : Prised at Mashantatut in the Towne ship of Providence on the twenty first day of September : Ann Domi : 1723","[243] ... [146] A True Jnventory of all and singulior the Goods Chattles and Cattle of mr Samuel Gorton, deceased, and also his Reail Esstate as far forth as wee are Capable &amp;c : Prised at Mashantatut in the Towne ship of Providence on the twenty first day of September : Ann Domi : 1723"
b11d777ebc8d43cf8ead9ecf7df67c76,"[1] 5 Dollars Reward &mdash; Ranaway from subscriber, on the 8th day of May, an indented indian servant boy, named David Brushel, about fourteen years old. Had on, when he went away, a mix&rsquo;d coloured sailor jacket and trowsers, black and white calf-skin vest, and felt hat. Whoever will take up said boy and return him to the subscriber, shall have the above reward. All persons are forbid harbouring, concealing or carrying off said boy, on penalty of the law.","[1] 5 Dollars Reward &mdash; Ranaway from subscriber, on the 8th day of May, an indented indian servant boy, named David Brushel, about fourteen years old. Had on, when he went away, a mix&rsquo;d coloured sailor jacket and trowsers, black and white calf-skin vest, and felt hat. Whoever will take up said boy and return him to the subscriber, shall have the above reward. All persons are forbid harbouring, concealing or carrying off said boy, on penalty of the law.",,,,,"[1] 5 Dollars Reward &mdash; Ranaway from subscriber, on the 8th day of May, an indented indian servant boy, named David Brushel, about fourteen years old. Had on, when he went away, a mix&rsquo;d coloured sailor jacket and trowsers, black and white calf-skin vest, and felt hat. Whoever will take up said boy and return him to the subscriber, shall have the above reward. All persons are forbid harbouring, concealing or carrying off said boy, on penalty of the law.","[1] 5 Dollars Reward &mdash; Ranaway from subscriber, on the 8th day of May, an indented indian servant boy, named David Brushel, about fourteen years old. Had on, when he went away, a mix&rsquo;d coloured sailor jacket and trowsers, black and white calf-skin vest, and felt hat. Whoever will take up said boy and return him to the subscriber, shall have the above reward. All persons are forbid harbouring, concealing or carrying off said boy, on penalty of the law."
b11f4f98edc8442fb206304f66057ddd,,,,,,,[101] JAMESTOWN - CONTINUED.,[101] JAMESTOWN - CONTINUED.
b13464145ad54c84bd3dbed236bd8718,not found in text,,,,,,not found in text,not found in text
b14448e8e82a4c97aa20eacb7a2f6a30,,,,,,,,
b14cf6f0dde34a0ba71121504c97e3e1,Cornewaleys v. Chandler and Overzee.,Cornewaleys v. Chandler and Overzee.,,,,Cornewaleys v. Chandler and Overzee.,Cornewaleys v. Chandler and Overzee.,Cornewaleys v. Chandler and Overzee.
b1a355088e2347b8a0cdbd53680d2505,Return of Indians continued,,,Return of Indians continued,,,Return of Indians continued,Return of Indians continued
b1aa1c0a2deb48d9992e09cbd16a6449,[36] Date of Application. 1828: January 5,,,,,,[36] Date of Application. 1828: January 5,[36] Date of Application. 1828: January 5
b1c2a8309a704b94aeffdcd37b401452,"This agreement made ye 28th day of November in ye year of our Lord 1701, between William Barrow Esq. ye lawfull attorney of Capt. Nicholas Thomas Jones, both of [illegibile] in ye county of Bath of ye one Party; and William Tomson of ye county afores'd Bricklayer of ye other Party; within e forth y't ye s'a William Barrow Esq. ye attorney of ye Capt. Jones afores'd [illegibile] covenant to bargaine and agree with ye afores'd William Tomson to be ye overseer of four servants belonging unto ye afores'd Capt. Jones: [illegibile] John Mattson Thomas Blange, Peter an indian and Dido a negro woman allowing unto ye afores'd William Tomson one share and a halfe of corn, tobacko, and all other sorte of Grane ye shall be made upon ye s'd plan-tation, durreing ye time of ye aboad there of ye afores'd William Tomson as is hereafter mentioned allso allowing unto ye afores'd servants, good sufficient dyett and clothing","This agreement made ye 28th day of November in ye year of our Lord 1701, between William Barrow Esq. ye lawfull attorney of Capt. Nicholas Thomas Jones, both of [illegibile] in ye county of Bath of ye one Party; and William Tomson of ye county afores'd Bricklayer of ye other Party; within e forth y't ye s'a William Barrow Esq. ye attorney of ye Capt. Jones afores'd [illegibile] covenant to bargaine and agree with ye afores'd William Tomson to be ye overseer of four servants belonging unto ye afores'd Capt. Jones: [illegibile] John Mattson Thomas Blange, Peter an indian and Dido a negro woman allowing unto ye afores'd William Tomson one share and a halfe of corn, tobacko, and all other sorte of Grane ye shall be made upon ye s'd plan-tation, durreing ye time of ye aboad there of ye afores'd William Tomson as is hereafter mentioned allso allowing unto ye afores'd servants, good sufficient dyett and clothing",,,,"This agreement made ye 28th day of November in ye year of our Lord 1701, between William Barrow Esq. ye lawfull attorney of Capt. Nicholas Thomas Jones, both of [illegibile] in ye county of Bath of ye one Party; and William Tomson of ye county afores'd Bricklayer of ye other Party; within e forth y't ye s'a William Barrow Esq. ye attorney of ye Capt. Jones afores'd [illegibile] covenant to bargaine and agree with ye afores'd William Tomson to be ye overseer of four servants belonging unto ye afores'd Capt. Jones: [illegibile] John Mattson Thomas Blange, Peter an indian and Dido a negro woman allowing unto ye afores'd William Tomson one share and a halfe of corn, tobacko, and all other sorte of Grane ye shall be made upon ye s'd plan-tation, durreing ye time of ye aboad there of ye afores'd William Tomson as is hereafter mentioned allso allowing unto ye afores'd servants, good sufficient dyett and clothing","This agreement made ye 28th day of November in ye year of our Lord 1701, between William Barrow Esq. ye lawfull attorney of Capt. Nicholas Thomas Jones, both of [illegibile] in ye county of Bath of ye one Party; and William Tomson of ye county afores'd Bricklayer of ye other Party; within e forth y't ye s'a William Barrow Esq. ye attorney of ye Capt. Jones afores'd [illegibile] covenant to bargaine and agree with ye afores'd William Tomson to be ye overseer of four servants belonging unto ye afores'd Capt. Jones: [illegibile] John Mattson Thomas Blange, Peter an indian and Dido a negro woman allowing unto ye afores'd William Tomson one share and a halfe of corn, tobacko, and all other sorte of Grane ye shall be made upon ye s'd plan-tation, durreing ye time of ye aboad there of ye afores'd William Tomson as is hereafter mentioned allso allowing unto ye afores'd servants, good sufficient dyett and clothing","This agreement made ye 28th day of November in ye year of our Lord 1701, between William Barrow Esq. ye lawfull attorney of Capt. Nicholas Thomas Jones, both of [illegibile] in ye county of Bath of ye one Party; and William Tomson of ye county afores'd Bricklayer of ye other Party; within e forth y't ye s'a William Barrow Esq. ye attorney of ye Capt. Jones afores'd [illegibile] covenant to bargaine and agree with ye afores'd William Tomson to be ye overseer of four servants belonging unto ye afores'd Capt. Jones: [illegibile] John Mattson Thomas Blange, Peter an indian and Dido a negro woman allowing unto ye afores'd William Tomson one share and a halfe of corn, tobacko, and all other sorte of Grane ye shall be made upon ye s'd plan-tation, durreing ye time of ye aboad there of ye afores'd William Tomson as is hereafter mentioned allso allowing unto ye afores'd servants, good sufficient dyett and clothing"
b1c816716137497b902e819c137c9847,"<em>Run away on the 13th of April last, from the subscriber, living in Somerset county, Maryland, a tall thin Molattoe slave, name Jehu, looks much like an Indian, and will endeavour to pass for such, when it suits him, having a striped Indian match coat with him, which 'tis supposed he will make use of for that purpose: Had on a middling good white cotton jacket, an old grey fearnothing jacket, and an old yellowish duroy coat, he will endeavour to get amongst the back Indians, if he can, or to pass for a free Molattoe, when he gets some distance off. Whoever takes up and secures said slave, so that the subscriber may have him again, shall have Five Pistoles reward, if taken in Pennsylvania, or on the western side of Chesapeak bay, in Maryland, paid by</em>",,,"<em>Run away on the 13th of April last, from the subscriber, living in Somerset county, Maryland, a tall thin Molattoe slave, name Jehu, looks much like an Indian, and will endeavour to pass for such, when it suits him, having a striped Indian match coat with him, which 'tis supposed he will make use of for that purpose: Had on a middling good white cotton jacket, an old grey fearnothing jacket, and an old yellowish duroy coat, he will endeavour to get amongst the back Indians, if he can, or to pass for a free Molattoe, when he gets some distance off. Whoever takes up and secures said slave, so that the subscriber may have him again, shall have Five Pistoles reward, if taken in Pennsylvania, or on the western side of Chesapeak bay, in Maryland, paid by</em>",,,"<em>Run away on the 13th of April last, from the subscriber, living in Somerset county, Maryland, a tall thin Molattoe slave, name Jehu, looks much like an Indian, and will endeavour to pass for such, when it suits him, having a striped Indian match coat with him, which 'tis supposed he will make use of for that purpose: Had on a middling good white cotton jacket, an old grey fearnothing jacket, and an old yellowish duroy coat, he will endeavour to get amongst the back Indians, if he can, or to pass for a free Molattoe, when he gets some distance off. Whoever takes up and secures said slave, so that the subscriber may have him again, shall have Five Pistoles reward, if taken in Pennsylvania, or on the western side of Chesapeak bay, in Maryland, paid by</em>","<em>Run away on the 13th of April last, from the subscriber, living in Somerset county, Maryland, a tall thin Molattoe slave, name Jehu, looks much like an Indian, and will endeavour to pass for such, when it suits him, having a striped Indian match coat with him, which 'tis supposed he will make use of for that purpose: Had on a middling good white cotton jacket, an old grey fearnothing jacket, and an old yellowish duroy coat, he will endeavour to get amongst the back Indians, if he can, or to pass for a free Molattoe, when he gets some distance off. Whoever takes up and secures said slave, so that the subscriber may have him again, shall have Five Pistoles reward, if taken in Pennsylvania, or on the western side of Chesapeak bay, in Maryland, paid by</em>"
b1c98765de78499581434c04bac5b2e6,"A Spanish Indian Boy that speaks good English to be Sold by <em>George Shore</em> in Queen-street, Boston.","A Spanish Indian Boy that speaks good English to be Sold by <em>George Shore</em> in Queen-street, Boston.",,,,,"A Spanish Indian Boy that speaks good English to be Sold by <em>George Shore</em> in Queen-street, Boston.","A Spanish Indian Boy that speaks good English to be Sold by <em>George Shore</em> in Queen-street, Boston."
b1db025b5a6c43118092fe444a479b4f,"[3] RAN away from me the Subscriber, the 2d instant, LIKE CORNELIUS, (he calls his name Eliakim Hull) an indented Indian servant boy, sixteen years old &mdash; shabbily dressed. &mdash; Whoever will return said boy to me, shall receive four dollars reward &mdash; but no charges paid.","[3] RAN away from me the Subscriber, the 2d instant, LIKE CORNELIUS, (he calls his name Eliakim Hull) an indented Indian servant boy, sixteen years old &mdash; shabbily dressed. &mdash; Whoever will return said boy to me, shall receive four dollars reward &mdash; but no charges paid.",,,,,"[3] RAN away from me the Subscriber, the 2d instant, LIKE CORNELIUS, (he calls his name Eliakim Hull) an indented Indian servant boy, sixteen years old &mdash; shabbily dressed. &mdash; Whoever will return said boy to me, shall receive four dollars reward &mdash; but no charges paid.","[3] RAN away from me the Subscriber, the 2d instant, LIKE CORNELIUS, (he calls his name Eliakim Hull) an indented Indian servant boy, sixteen years old &mdash; shabbily dressed. &mdash; Whoever will return said boy to me, shall receive four dollars reward &mdash; but no charges paid."
b1dcdac0635a47f59b6759809277a339,"TWENTY FIVE DOLLARS REWARD--Will be paid by Dr. Hayes for the delivery of the slave LOUIS, a runaway. He is a mulatto color, half Indian, half negro, forty or fifty years old, five feet one or two high; of broad chest, flat feet, and long black hair, partly gray, parted in the centre; of long thin features, little or no beard, his eyes having a very malignant or deviant expression  In his general appearance, and in his manners he resembles a woman so much as to suggest the idea of a hermaphrodite. his Indian origin and strong resemblance, and his woman like appearance and manners, render him very remarkable, or rather singular or unique. TWENTY FIVE DOLLARS REWARD, also for William, griffe, 35 years old, five feet; formerly owned by M'me Nemoles, of this city, and accustomed to sell crockery in the streetsand lower market; is known as Bill merchand, or merchant. my0-110",,,,,,"TWENTY FIVE DOLLARS REWARD--Will be paid by Dr. Hayes for the delivery of the slave LOUIS, a runaway. He is a mulatto color, half Indian, half negro, forty or fifty years old, five feet one or two high; of broad chest, flat feet, and long black hair, partly gray, parted in the centre; of long thin features, little or no beard, his eyes having a very malignant or deviant expression  In his general appearance, and in his manners he resembles a woman so much as to suggest the idea of a hermaphrodite. his Indian origin and strong resemblance, and his woman like appearance and manners, render him very remarkable, or rather singular or unique. TWENTY FIVE DOLLARS REWARD, also for William, griffe, 35 years old, five feet; formerly owned by M'me Nemoles, of this city, and accustomed to sell crockery in the streetsand lower market; is known as Bill merchand, or merchant. my0-110","TWENTY FIVE DOLLARS REWARD--Will be paid by Dr. Hayes for the delivery of the slave LOUIS, a runaway. He is a mulatto color, half Indian, half negro, forty or fifty years old, five feet one or two high; of broad chest, flat feet, and long black hair, partly gray, parted in the centre; of long thin features, little or no beard, his eyes having a very malignant or deviant expression  In his general appearance, and in his manners he resembles a woman so much as to suggest the idea of a hermaphrodite. his Indian origin and strong resemblance, and his woman like appearance and manners, render him very remarkable, or rather singular or unique. TWENTY FIVE DOLLARS REWARD, also for William, griffe, 35 years old, five feet; formerly owned by M'me Nemoles, of this city, and accustomed to sell crockery in the streetsand lower market; is known as Bill merchand, or merchant. my0-110"
b1dd146cbef645a49076b45aeb7472a2,South Carolina,,,,,,South Carolina,South Carolina
b1de8e31d3214fcda387de95351de069,"[458] Ebenezer Backus of Norwich had a slave or servant named ABRAHAM, 1744-50; he may have been Indian. (Ebenezer Backus, Account Book)","[458] Ebenezer Backus of Norwich had a slave or servant named ABRAHAM, 1744-50; he may have been Indian. (Ebenezer Backus, Account Book)",,,"[458] Ebenezer Backus of Norwich had a slave or servant named ABRAHAM, 1744-50; he may have been Indian. (Ebenezer Backus, Account Book)",,"[458] Ebenezer Backus of Norwich had a slave or servant named ABRAHAM, 1744-50; he may have been Indian. (Ebenezer Backus, Account Book)","[458] Ebenezer Backus of Norwich had a slave or servant named ABRAHAM, 1744-50; he may have been Indian. (Ebenezer Backus, Account Book)"
b1ec3c6cca5f4e66b7fc1d3a01695185,,,,,,,[94] EAST GREENWICH - CONTINUED.,[94] EAST GREENWICH - CONTINUED.
b1ffbb1827dc4959a56230ec875373fa,,,,,,,,"[220] FAMILIES: Babcock, Samuel<br />WHITES:<br />MALES Above 16: 1<br />MALES Under 16: 1<br />FEMALES Above 16: 4<br />FEMALES Under 16: 2<br />INDIANS: 1<br />BLACKS: 4<br />TOTAL: 13"
b2050605529e442ab53cc942ef93f3ba,,,,,,,"[3] Some members of the Northern tribes of Hydahs and Stickeens practice cannibalism. The other day they ate up the Indian servant of a gentleman living on Vancouver&rsquo;s island, to spite the master, who had done something to displease them.","[3] Some members of the Northern tribes of Hydahs and Stickeens practice cannibalism. The other day they ate up the Indian servant of a gentleman living on Vancouver&rsquo;s island, to spite the master, who had done something to displease them."
b210b7016c7c40bea857ed22b781669f,,,,,[54] PORTSMOUTH.,,[54] PORTSMOUTH.,[54] PORTSMOUTH.
b2119488437941969c6162dd56e35ea7,[91 (79)] 29. I went to Salem and bought an Indian for 32&pound;; went to Wenham and got hay.,[91 (79)] 29. I went to Salem and bought an Indian for 32&pound;; went to Wenham and got hay.,,,[91 (79)] 29. I went to Salem and bought an Indian for 32&pound;; went to Wenham and got hay.,[91 (79)] 29. I went to Salem and bought an Indian for 32&pound;; went to Wenham and got hay.,[91 (79)] 29. I went to Salem and bought an Indian for 32&pound;; went to Wenham and got hay.,[91 (79)] 29. I went to Salem and bought an Indian for 32&pound;; went to Wenham and got hay.
b21c714186014a0a85c8c01fc923c7fc,"[2] A Carolina Indian Man, Strong &amp; Healthy, having been Nine Years in the Country, and hardned to our Climate and Diet; between Nineteen &amp; Twenty Year Old, speaks &amp; reads English well, and is fit for any Service within Doors or without, and desirous of Husbandry Work; to be Sold on Reasonable Terms: Inquire of the Reverend Mr. Benjamin Colman in Boston.","[2] A Carolina Indian Man, Strong &amp; Healthy, having been Nine Years in the Country, and hardned to our Climate and Diet; between Nineteen &amp; Twenty Year Old, speaks &amp; reads English well, and is fit for any Service within Doors or without, and desirous of Husbandry Work; to be Sold on Reasonable Terms: Inquire of the Reverend Mr. Benjamin Colman in Boston.",,,,,"[2] A Carolina Indian Man, Strong &amp; Healthy, having been Nine Years in the Country, and hardned to our Climate and Diet; between Nineteen &amp; Twenty Year Old, speaks &amp; reads English well, and is fit for any Service within Doors or without, and desirous of Husbandry Work; to be Sold on Reasonable Terms: Inquire of the Reverend Mr. Benjamin Colman in Boston.","[2] A Carolina Indian Man, Strong &amp; Healthy, having been Nine Years in the Country, and hardned to our Climate and Diet; between Nineteen &amp; Twenty Year Old, speaks &amp; reads English well, and is fit for any Service within Doors or without, and desirous of Husbandry Work; to be Sold on Reasonable Terms: Inquire of the Reverend Mr. Benjamin Colman in Boston."
b21e4a3468d14b06a7176706ad9e7ba2,,,,,,,[530]Cap! Thomas Stockett informeth the howse that there is a certaine Cinigo Indian; Prisoner in their County the Charge of whose imprisonm! will be greate when itt is brought in not knowing how long he may Continue Prisoner there. This howse humbly requesteth the Vpper howse to Consider of itt To the End the future Charge concerning that Indian be p'vented.,
b2226001c20c412a9171c1845a143ecc,"<span>Run-away the 3d instant, from the subscriber in New-York a negro boy, named Tom, about 16 years old, part Indian; he has had the small-pox, and has a scal'd head, part of the top of the head bald: Had on when he went away, a white shirt, tow trowsers, an old double breasted swanskin jacket, and a tailor's hat. Whoever takes up said run-away, and brings him to the subscriber, shall have Forty Shillings reward, and all reasonable charges, paid by ROBERT HALLETT. N. B. All masters of vessels are forewarned from carrying him off, at their peril.</span>",,,"<span>Run-away the 3d instant, from the subscriber in New-York a negro boy, named Tom, about 16 years old, part Indian; he has had the small-pox, and has a scal'd head, part of the top of the head bald: Had on when he went away, a white shirt, tow trowsers, an old double breasted swanskin jacket, and a tailor's hat. Whoever takes up said run-away, and brings him to the subscriber, shall have Forty Shillings reward, and all reasonable charges, paid by ROBERT HALLETT. N. B. All masters of vessels are forewarned from carrying him off, at their peril.</span>",,,"<span>Run-away the 3d instant, from the subscriber in New-York a negro boy, named Tom, about 16 years old, part Indian; he has had the small-pox, and has a scal'd head, part of the top of the head bald: Had on when he went away, a white shirt, tow trowsers, an old double breasted swanskin jacket, and a tailor's hat. Whoever takes up said run-away, and brings him to the subscriber, shall have Forty Shillings reward, and all reasonable charges, paid by ROBERT HALLETT. N. B. All masters of vessels are forewarned from carrying him off, at their peril.</span>","<span>Run-away the 3d instant, from the subscriber in New-York a negro boy, named Tom, about 16 years old, part Indian; he has had the small-pox, and has a scal'd head, part of the top of the head bald: Had on when he went away, a white shirt, tow trowsers, an old double breasted swanskin jacket, and a tailor's hat. Whoever takes up said run-away, and brings him to the subscriber, shall have Forty Shillings reward, and all reasonable charges, paid by ROBERT HALLETT. N. B. All masters of vessels are forewarned from carrying him off, at their peril.</span>"
b22ca78dead24df0a03788f217e44c78,[8] <u>PHOEBE BANKS</u>,[8] <u>PHOEBE BANKS</u>,[8] <u>PHOEBE BANKS</u>,,,[8] <u>PHOEBE BANKS</u>,[8] <u>PHOEBE BANKS</u>,[8] <u>PHOEBE BANKS</u>
b22e92ce213c4f9987f6f399aaaf21bd,,,,,"[127] Dr. White was accompanied by an Indian boy, who had [128] been a slave, captured in warfare when about ten years old, by the Umpquas, from the Chestes, remaining with them for years, until purchased by one of the Hudson's Bay Company, who afterwards settled in the Willamette. Here the doctor found him, and bought his freedom, and the youth accompanied him on this as well as other excursions, and was a valuable assistant, being an expert rider and remarkably trusty for one of his race. They retraced their lonely way over the mountain without any occurrence worthy of mentioning, till they found an encampment for the night. They built a fire beside a log and stretched themselves on the ground; but the doctor could not drive from his mind the idea that he was a hundred miles from any of his own race, and in the midst of, for aught he knew, hostile tribes, and it dissipated the repose his weary form so much coveted. About sunrise, they were aroused by a light, quick tread, and, to their alarm, discovered advancing towards them, on the last night's trail, a half dozen well armed Indians. Springing to thier feet, they grasped the guns which lay beside them, and stood on their guard; but soon saw there was no occasion for apprehensions, for the leader came forward, trailing his weapon, and proffered his hand with the grace of a well-bred Frenchman. His companions followed his example, and then quietly seated themselves on the ground. They said they had heard the missionaries were in the country, seeking for a place to settle; that they were glad, and had come to seek and welcome them, but being unable to find them, had discovered the trail the day before and followed it.","[127] Dr. White was accompanied by an Indian boy, who had [128] been a slave, captured in warfare when about ten years old, by the Umpquas, from the Chestes, remaining with them for years, until purchased by one of the Hudson's Bay Company, who afterwards settled in the Willamette. Here the doctor found him, and bought his freedom, and the youth accompanied him on this as well as other excursions, and was a valuable assistant, being an expert rider and remarkably trusty for one of his race. They retraced their lonely way over the mountain without any occurrence worthy of mentioning, till they found an encampment for the night. They built a fire beside a log and stretched themselves on the ground; but the doctor could not drive from his mind the idea that he was a hundred miles from any of his own race, and in the midst of, for aught he knew, hostile tribes, and it dissipated the repose his weary form so much coveted. About sunrise, they were aroused by a light, quick tread, and, to their alarm, discovered advancing towards them, on the last night's trail, a half dozen well armed Indians. Springing to thier feet, they grasped the guns which lay beside them, and stood on their guard; but soon saw there was no occasion for apprehensions, for the leader came forward, trailing his weapon, and proffered his hand with the grace of a well-bred Frenchman. His companions followed his example, and then quietly seated themselves on the ground. They said they had heard the missionaries were in the country, seeking for a place to settle; that they were glad, and had come to seek and welcome them, but being unable to find them, had discovered the trail the day before and followed it.","[127] Dr. White was accompanied by an Indian boy, who had [128] been a slave, captured in warfare when about ten years old, by the Umpquas, from the Chestes, remaining with them for years, until purchased by one of the Hudson's Bay Company, who afterwards settled in the Willamette. Here the doctor found him, and bought his freedom, and the youth accompanied him on this as well as other excursions, and was a valuable assistant, being an expert rider and remarkably trusty for one of his race. They retraced their lonely way over the mountain without any occurrence worthy of mentioning, till they found an encampment for the night. They built a fire beside a log and stretched themselves on the ground; but the doctor could not drive from his mind the idea that he was a hundred miles from any of his own race, and in the midst of, for aught he knew, hostile tribes, and it dissipated the repose his weary form so much coveted. About sunrise, they were aroused by a light, quick tread, and, to their alarm, discovered advancing towards them, on the last night's trail, a half dozen well armed Indians. Springing to thier feet, they grasped the guns which lay beside them, and stood on their guard; but soon saw there was no occasion for apprehensions, for the leader came forward, trailing his weapon, and proffered his hand with the grace of a well-bred Frenchman. His companions followed his example, and then quietly seated themselves on the ground. They said they had heard the missionaries were in the country, seeking for a place to settle; that they were glad, and had come to seek and welcome them, but being unable to find them, had discovered the trail the day before and followed it.","[127] Dr. White was accompanied by an Indian boy, who had [128] been a slave, captured in warfare when about ten years old, by the Umpquas, from the Chestes, remaining with them for years, until purchased by one of the Hudson's Bay Company, who afterwards settled in the Willamette. Here the doctor found him, and bought his freedom, and the youth accompanied him on this as well as other excursions, and was a valuable assistant, being an expert rider and remarkably trusty for one of his race. They retraced their lonely way over the mountain without any occurrence worthy of mentioning, till they found an encampment for the night. They built a fire beside a log and stretched themselves on the ground; but the doctor could not drive from his mind the idea that he was a hundred miles from any of his own race, and in the midst of, for aught he knew, hostile tribes, and it dissipated the repose his weary form so much coveted. About sunrise, they were aroused by a light, quick tread, and, to their alarm, discovered advancing towards them, on the last night's trail, a half dozen well armed Indians. Springing to thier feet, they grasped the guns which lay beside them, and stood on their guard; but soon saw there was no occasion for apprehensions, for the leader came forward, trailing his weapon, and proffered his hand with the grace of a well-bred Frenchman. His companions followed his example, and then quietly seated themselves on the ground. They said they had heard the missionaries were in the country, seeking for a place to settle; that they were glad, and had come to seek and welcome them, but being unable to find them, had discovered the trail the day before and followed it."
b23bdf85ab8048c99e99dd3fdea70c0e,[108] DERRICK&hellip;.,[108] DERRICK&hellip;.,,,,,[108] DERRICK&hellip;.,[108] DERRICK&hellip;.
b242093b72c94b9fb84b898851d6c401,[125] I Zachariah Briggs of the town and parish of St. Georges boing at present Sick and [unreadable] in body But of sound mind and perfect memory [unreadable] make and ordain this my Last will and testament.,[125] I Zachariah Briggs of the town and parish of St. Georges boing at present Sick and [unreadable] in body But of sound mind and perfect memory [unreadable] make and ordain this my Last will and testament.,,,[125] I Zachariah Briggs of the town and parish of St. Georges boing at present Sick and [unreadable] in body But of sound mind and perfect memory [unreadable] make and ordain this my Last will and testament.,,[125] I Zachariah Briggs of the town and parish of St. Georges boing at present Sick and [unreadable] in body But of sound mind and perfect memory [unreadable] make and ordain this my Last will and testament.,[125] I Zachariah Briggs of the town and parish of St. Georges boing at present Sick and [unreadable] in body But of sound mind and perfect memory [unreadable] make and ordain this my Last will and testament.
